     Time_Now  Buffer_Level 
      2.19651             0
      2.19651             2
      2.46981        1.7267
      2.46981        3.7267
      2.65607       3.54044
      2.65607       5.54044
      2.83895       5.35756
      2.83895       7.35756
      2.93444       7.26207
      2.93444       9.26207
      3.02968       9.16682
      3.02968       11.1668
      3.12396       11.0725
      3.12396       13.0725
       3.2174       12.9791
       3.2174       14.9791
      3.31147        14.885
      3.31147        16.885
      3.40473       16.7918
      3.40473       18.7918
      3.49878       18.6977
      3.49878       20.6977
      3.59229       20.6042
      3.59229       22.6042
       3.6854       22.5111
       3.6854       24.5111
      3.77797       24.4185
      3.77797       26.4185
      3.87054        26.326
      3.87054        28.326
      3.96585       28.2307
      3.96585       30.2307
      4.05987       30.1366
      4.05987       32.1366
      4.15443       32.0421
      4.15443       34.0421
      4.24942       33.9471
      4.24942       35.9471
      4.34422       35.8523
      4.34422       37.8523
      14.0087       28.1878
      14.0087       30.1878
      14.1142       30.0824
      14.1142       32.0824
      16.6071       29.5894
      16.6071       31.5894
      17.6635        30.533
      17.6635        32.533
      20.5485        29.648
      20.5485        31.648
      24.0581       28.1384
      24.0581       30.1384
      24.1741       30.0224
      24.1741       32.0224
      26.5519       29.6446
      26.5519       31.6446
      29.7891       28.4074
      29.7891       30.4074
      30.6686       29.5279
      30.6686       31.5279
      33.0983       29.0982
      33.0983       31.0982
       33.813       30.3835
       33.813       32.3835
      34.9576       31.2389
      34.9576       33.2389
      37.7931       30.4034
      37.7931       32.4034
      41.4221       28.7745
      41.4221       30.7745
      41.5295        30.667
      41.5295        32.667
      45.1274       29.0691
      45.1274       31.0691
      47.9255        28.271
      47.9255        30.271
       50.235       27.9616
       50.235       29.9616
      50.3669       29.8296
      50.3669       31.8296
      51.3292       30.8673
      51.3292       32.8673
      54.7481       29.4484
      54.7481       31.4484
      55.6403       30.5562
      55.6403       32.5562
      57.3882       30.8084
      57.3882       32.8084
      61.8779       28.3186
      61.8779       30.3186
      63.3412       28.8553
      63.3412       30.8553
      63.6537       30.5428
      63.6537       32.5428
      66.7092       29.4873
      66.7092       31.4873
       69.231       28.9655
       69.231       30.9655
      71.6701       28.5264
      71.6701       30.5264
      72.9202       29.2763
      72.9202       31.2763
      74.3638       29.8327
      74.3638       31.8327
      75.0857       31.1108
      75.0857       33.1108
      77.2278       30.9687
      77.2278       32.9687
      81.7712       28.4253
      81.7712       30.4253
      83.1503       29.0462
      83.1503       31.0462
      84.7486       29.4479
      84.7486       31.4479
      88.0207       28.1759
      88.0207       30.1759
      90.6965          27.5
      90.6965          29.5
      92.0802       28.1163
      92.0802       30.1163
