     Time_Now  Buffer_Level 
      121.572       30.6545
      123.858       28.3684
      123.858       30.3684
      126.151       28.0747
      126.151       30.0747
      128.149       28.0775
      128.149       30.0775
      130.071        28.155
      130.071        30.155
      132.057       28.1694
      132.057       30.1694
      133.951       28.2754
      133.951       30.2754
      135.668       28.5578
      135.668       30.5578
      137.537       28.6895
      137.537       30.6895
      139.485        28.741
      139.485        30.741
      141.244       28.9817
      141.244       30.9817
      143.037       29.1893
      143.037       31.1893
      144.924       29.3022
      144.924       31.3022
      146.842       29.3844
      146.842       31.3844
      148.973       29.2535
      148.973       31.2535
      151.142       29.0844
      151.142       31.0844
      152.951       29.2748
      152.951       31.2748
      155.207       29.0188
      155.207       31.0188
      156.945       29.2814
      156.945       31.2814
      158.831       29.3949
      158.831       31.3949
       161.14        29.086
       161.14        31.086
      162.562       29.6636
      162.562       31.6636
      164.763        29.463
      164.763        31.463
      166.799       29.4269
      166.799       31.4269
       168.43       29.7963
       168.43       31.7963
      170.531        29.695
      170.531        31.695
      172.563       29.6628
      172.563       31.6628
      174.178       30.0482
      174.178       32.0482
      175.908        30.318
      175.908        32.318
      177.801       30.4255
      177.801       32.4255
      179.888       30.3377
      179.888       32.3377
      181.999       30.2268
      181.999       32.2268
      184.186       30.0399
      184.186       32.0399
       186.18       30.0465
       186.18       32.0465
      188.259       29.9667
      188.259       31.9667
      190.125       30.1014
      190.125       32.1014
      192.027       30.1991
      192.027       32.1991
      193.801        30.425
      193.801        32.425
      195.721       30.5048
      195.721       32.5048
      197.711       30.5148
      197.711       32.5148
      199.709       30.5172
      199.709       32.5172
      201.708       30.5178
      201.708       32.5178
      203.814       30.4122
      203.814       32.4122
      205.868       30.3583
      205.868       32.3583
      207.956       30.2696
      207.956       32.2696
      209.768       30.4579
      209.768       32.4579
       211.84       30.3862
       211.84       32.3862
      213.691       30.5354
      213.691       32.5354
       215.55       30.6762
       215.55       32.6762
      217.387       30.8392
      217.387       32.8392
      219.817       30.4094
      219.817       32.4094
      221.602       30.6244
      221.602       32.6244
       223.53       30.6961
       223.53       32.6961
      225.411        30.815
      225.411        32.815
      227.789       30.4366
      227.789       32.4366
      230.582        29.644
      230.582        31.644
      233.346       28.8801
      233.346       30.8801
      236.096       28.1296
      236.096       30.1296
      238.921       27.3046
      238.921       29.3046
      241.377        26.849
      241.377        28.849
       243.72       26.5064
       243.72       28.5064
      245.974       26.2517
      245.974       28.2517
      247.499       26.7268
      247.499       28.7268
      249.682        26.544
      249.682        28.544
      251.862       26.3641
      251.862       28.3641
      253.867       26.3594
      253.867       28.3594
      255.434       26.7925
      255.434       28.7925
      257.729       26.4973
      257.729       28.4973
      260.169       26.0567
      260.169       28.0567
      261.839       26.3866
      261.839       28.3866
      263.699       26.5272
      263.699       28.5272
      265.604       26.6216
      265.604       28.6216
      267.379       26.8468
      267.379       28.8468
      269.498       26.7276
      269.498       28.7276
      271.092       27.1344
      271.092       29.1344
      272.445       27.7807
      272.445       29.7807
      274.595       27.6309
      274.595       29.6309
      276.638       27.5882
      276.638       29.5882
      278.628       27.5982
      278.628       29.5982
      280.689       27.5371
      280.689       29.5371
      282.668       27.5581
      282.668       29.5581
      284.481       27.7453
      284.481       29.7453
      286.597       27.6295
      286.597       29.6295
      289.064       27.1625
      289.064       29.1625
      290.827        27.399
      290.827        29.399
      292.502       27.7239
      292.502       29.7239
      294.617       27.6088
      294.617       29.6088
      297.268       26.9585
      297.268       28.9585
      298.753       27.4729
      298.753       29.4729
      300.788       27.4377
      300.788       29.4377
      302.282       27.9444
      302.282       29.9444
      304.336       27.8898
      304.336       29.8898
      306.773       27.4526
      306.773       29.4526
      308.562       27.6643
      308.562       29.6643
      310.569       27.6567
      310.569       29.6567
      312.571       27.6548
      312.571       29.6548
      314.512       27.7144
      314.512       29.7144
      315.956       28.2703
      315.956       30.2703
      317.938       28.2879
      317.938       30.2879
      319.903       28.3226
      319.903       30.3226
      322.105       28.1209
      322.105       30.1209
      323.693       28.5333
      323.693       30.5333
      325.814       28.4124
      325.814       30.4124
      328.011       28.2153
      328.011       30.2153
      330.067       28.1594
      330.067       30.1594
      332.085       28.1409
      332.085       30.1409
      334.254       27.9717
      334.254       29.9717
      336.264       27.9621
      336.264       29.9621
      338.157       28.0695
      338.157       30.0695
      339.889       28.3366
      339.889       30.3366
      341.769       28.4566
      341.769       30.4566
      343.801       28.4253
      343.801       30.4253
      345.923       28.3034
      345.923       30.3034
      348.349       27.8766
      348.349       29.8766
      350.333       27.8933
      350.333       29.8933
       353.39       26.8361
       353.39       28.8361
       355.09       27.1362
       355.09       29.1362
       357.11       27.1158
       357.11       29.1158
      359.029       27.1975
      359.029       29.1975
      360.865       27.3615
      360.865       29.3615
      363.584       26.6418
      363.584       28.6418
      365.197       27.0288
      365.197       29.0288
      367.163       27.0634
      367.163       29.0634
      369.129       27.0973
      369.129       29.0973
      371.877       26.3494
      371.877       28.3494
      374.022       26.2045
      374.022       28.2045
      376.692       25.5341
      376.692       27.5341
      378.954       25.2718
      378.954       27.2718
      381.401       24.8248
      381.401       26.8248
      383.262       24.9636
      383.262       26.9636
      385.288       24.9383
      385.288       26.9383
      387.142        25.084
      387.142        27.084
      389.101       25.1249
      389.101       27.1249
      390.918       25.3077
      390.918       27.3077
      392.953       25.2725
      392.953       27.2725
      395.029       25.1967
      395.029       27.1967
      396.717       25.5095
      396.717       27.5095
        398.9       25.3257
        398.9       27.3257
      400.985        25.241
      400.985        27.241
      402.924       25.3017
      402.924       27.3017
       405.06       25.1659
       405.06       27.1659
      407.066       25.1598
      407.066       27.1598
       409.12       25.1061
       409.12       27.1061
      410.944        25.282
      410.944        27.282
      412.182       26.0442
      412.182       28.0442
      414.408       25.8182
      414.408       27.8182
      416.386       25.8395
      416.386       27.8395
      418.977       25.2488
      418.977       27.2488
