     Time_Now  Buffer_Level 
      93.1343       31.0622
      95.3919       28.8046
      95.3919       30.8046
      96.8534       29.3431
      96.8534       31.3431
      98.7966       29.3999
      98.7966       31.3999
      100.976       29.2209
      100.976       31.2209
      102.759       29.4373
      102.759       31.4373
      104.658       29.5384
      104.658       31.5384
      106.471       29.7256
      106.471       31.7256
      108.409       29.7876
      108.409       31.7876
      111.065        29.131
      111.065        31.131
      113.157       29.0392
      113.157       31.0392
       114.72       29.4764
       114.72       31.4764
      116.935       29.2616
      116.935       31.2616
      118.499       29.6975
      118.499       31.6975
      120.289       29.9075
      120.289       31.9075
      122.707       29.4893
      122.707       31.4893
      125.177       29.0198
      125.177       31.0198
      127.215       28.9817
      127.215       30.9817
      129.171       29.0258
      129.171       31.0258
      131.227       28.9695
      131.227       30.9695
      133.154       29.0428
      133.154       31.0428
      134.891       29.3055
      134.891       31.3055
       136.89       29.3067
       136.89       31.3067
      138.948       29.2485
      138.948       31.2485
      140.791       29.4058
      140.791       31.4058
      142.697       29.4999
      142.697       31.4999
      144.766       29.4304
      144.766       31.4304
      146.864        29.332
      146.864        31.332
      148.973       29.2235
      148.973       31.2235
      151.162       29.0344
      151.162       31.0344
       152.94       29.2564
       152.94       31.2564
      155.238       28.9582
      155.238       30.9582
       156.94       29.2565
       156.94       31.2565
      158.844       29.3524
      158.844       31.3524
      161.237       28.9595
      161.237       30.9595
      162.598       29.5984
      162.598       31.5984
      164.927       29.2692
      164.927       31.2692
      167.039       29.1577
      167.039       31.1577
       168.69       29.5067
       168.69       31.5067
      170.937       29.2591
      170.937       31.2591
      173.056       29.1402
      173.056       31.1402
      174.722       29.4741
      174.722       31.4741
      176.569        29.628
      176.569        31.628
       178.59       29.6068
       178.59       31.6068
        180.6       29.5961
        180.6       31.5961
      182.655       29.5414
      182.655       31.5414
      184.809       29.3873
      184.809       31.3873
      186.715       29.4812
      186.715       31.4812
      188.798       29.3985
      188.798       31.3985
      190.594       29.6022
      190.594       31.6022
      192.493       29.7031
      192.493       31.7031
      194.412       29.7844
      194.412       31.7844
      196.321        29.876
      196.321        31.876
      198.315       29.8814
      198.315       31.8814
      200.318       29.8789
      200.318       31.8789
      202.324       29.8724
      202.324       31.8724
      202.613       31.5837
      202.613       33.5837
      202.988       33.2084
      202.988       35.2084
      205.485       32.7117
      205.485       34.7117
      207.806       32.3908
      207.806       34.3908
      210.274       31.9221
      210.274       33.9221
      212.644       31.5525
      212.644       33.5525
      214.928       31.2685
      214.928       33.2685
      217.115        31.082
      217.115        33.082
      219.828       30.3685
      219.828       32.3685
      222.363       29.8332
      222.363       31.8332
      224.721       29.4759
      224.721       31.4759
      226.733       29.4631
      226.733       31.4631
      228.721       29.4755
      228.721       31.4755
      230.629       29.5671
      230.629       31.5671
      232.582       29.6149
      232.582       31.6149
      234.524       29.6728
      234.524       31.6728
      236.618       29.5786
      236.618       31.5786
      238.576       29.6208
      238.576       31.6208
      240.512       29.6841
      240.512       31.6841
      242.587       29.6091
      242.587       31.6091
        244.4       29.7969
        244.4       31.7969
      246.513       29.6838
      246.513       31.6838
      248.532       29.6642
      248.532       31.6642
      250.587       29.6095
      250.587       31.6095
       252.42       29.7766
       252.42       31.7766
      254.604       29.5923
      254.604       31.5923
      256.812       29.3842
      256.812       31.3842
      258.682       29.5143
      258.682       31.5143
      260.666       29.5303
      260.666       31.5303
      262.659       29.5377
      262.659       31.5377
      264.617       29.5799
      264.617       31.5799
      266.709       29.4873
      266.709       31.4873
      268.613       29.5834
      268.613       31.5834
       270.45       29.7466
       270.45       31.7466
      272.512       29.6845
      272.512       31.6845
      274.502       29.6946
      274.502       31.6946
      276.516       29.6804
      276.516       31.6804
       278.52       29.6767
       278.52       31.6767
        280.5       29.6965
        280.5       31.6965
      282.417       29.7798
      282.417       31.7798
      284.478       29.7184
      284.478       31.7184
      286.678       29.5186
      286.678       31.5186
      288.606       29.5906
      288.606       31.5906
      290.488       29.7082
      290.488       31.7082
      292.544       29.6525
      292.544       31.6525
      294.793       29.4033
      294.793       31.4033
      296.664       29.5323
      296.664       31.5323
      298.626       29.5708
      298.626       31.5708
      300.533       29.6635
      300.533       31.6635
      302.525       29.6714
      302.525       31.6714
      304.723       29.4731
      304.723       31.4731
      306.688       29.5085
      306.688       31.5085
      308.718       29.4786
      308.718       31.4786
      310.616       29.5806
      310.616       31.5806
      312.614       29.5825
      312.614       31.5825
      314.504       29.6921
      314.504       31.6921
       316.49       29.7068
       316.49       31.7068
      318.549       29.6474
      318.549       31.6474
      320.531       29.6652
      320.531       31.6652
      322.436       29.7601
      322.436       31.7601
      324.396       29.8009
      324.396       31.8009
      326.414       29.7824
      326.414       31.7824
      328.395       29.8011
      328.395       31.8011
      330.339       29.8578
      330.339       31.8578
      332.391       29.8053
      332.391       31.8053
      334.393       29.8038
      334.393       31.8038
      336.327       29.8696
      336.327       31.8696
      338.316       29.8804
      338.316       31.8804
      338.448       31.7485
      338.448       33.7485
      338.578       33.6186
      338.578       35.6186
      338.721        35.476
      338.721        37.476
      339.035       37.1616
      339.035       39.1616
      339.312       38.8841
      339.312       40.8841
      340.819       39.3773
      340.819       41.3773
      344.256       37.9406
      344.256       39.9406
      347.722       36.4746
      347.722       38.4746
      351.262       34.9349
      351.262       36.9349
      354.606       33.5908
      354.606       35.5908
      358.307       31.8899
      358.307       33.8899
      361.466       30.7304
      361.466       32.7304
      364.287       29.9098
      364.287       31.9098
      366.743       29.4538
      366.743       31.4538
      368.884       29.3126
      368.884       31.3126
      370.593       29.6038
      370.593       31.6038
      372.665       29.5315
      372.665       31.5315
      374.618       29.5783
      374.618       31.5783
      376.693       29.5034
      376.693       31.5034
      378.524       29.6728
      378.524       31.6728
      380.488       29.7085
      380.488       31.7085
      382.439       29.7574
      382.439       31.7574
      384.543       29.6532
      384.543       31.6532
      386.506       29.6903
      386.506       31.6903
      388.509       29.6876
      388.509       31.6876
      390.561       29.6354
      390.561       31.6354
      392.319        29.877
      392.319        31.877
      394.484       29.7127
      394.484       31.7127
      396.548       29.6487
      396.548       31.6487
      398.528       29.6684
      398.528       31.6684
      400.667       29.5294
      400.667       31.5294
      402.717       29.4794
      402.717       31.4794
      404.818       29.3782
      404.818       31.3782
      406.766       29.4305
      406.766       31.4305
      408.298       29.8985
      408.298       31.8985
      410.565       29.6311
      410.565       31.6311
      412.609       29.5871
      412.609       31.5871
      415.035       29.1616
      415.035       31.1616
