     Time_Now  Buffer_Level 
      120.487       29.7395
      120.487       31.7395
      123.728       28.4982
      123.728       30.4982
      126.067        28.159
      126.067        30.159
       127.74       28.4856
       127.74       30.4856
      129.286       28.9398
      129.286       30.9398
      131.126       29.0998
      131.126       31.0998
      132.946       29.2797
      132.946       31.2797
      136.843       27.3826
      136.843       29.3826
      137.877       28.3487
      137.877       30.3487
      139.135       29.0908
      139.135       31.0908
      142.529       27.6969
      142.529       29.6969
      143.371        28.855
      143.371        30.855
      145.468       28.7581
      145.468       30.7581
      148.985       27.2414
      148.985       29.2414
      151.019       27.2066
      151.019       29.2066
      152.934       27.2917
      152.934       29.2917
      154.268       27.9576
      154.268       29.9576
      157.968       26.2583
      157.968       28.2583
      159.365       26.8612
      159.365       28.8612
      160.596       27.6296
      160.596       29.6296
      162.788       27.4384
      162.788       29.4384
       166.79       25.4365
       166.79       27.4365
      168.161        26.065
      168.161        28.065
      169.689       26.5366
      169.689       28.5366
      170.707       27.5194
      170.707       29.5194
       173.45       26.7757
       173.45       28.7757
      175.407       26.8195
      175.407       28.8195
       176.94       27.2863
       176.94       29.2863
      178.442        27.784
      178.442        29.784
       179.27       28.9561
       179.27       30.9561
      182.468       27.7582
      182.468       29.7582
      183.796       28.4299
      183.796       30.4299
      184.994       29.2319
      184.994       31.2319
      186.821        29.405
      186.821        31.405
      191.254       26.9725
      191.254       28.9725
      193.428       26.7985
      193.428       28.7985
      193.964       28.2617
      193.964       30.2617
      196.579       27.6468
      196.579       29.6468
      196.806       29.4201
      196.806       31.4201
      197.011       31.2154
      197.011       33.2154
      198.501       31.7247
      198.501       33.7247
      204.269       27.9575
      204.269       29.9575
      204.814       29.4121
      204.814       31.4121
      207.287       28.9394
      207.287       30.9394
      209.834       28.3921
      209.834       30.3921
      212.529       27.6975
      212.529       29.6975
      214.948       27.2778
      214.948       29.2778
      215.614       28.6119
      215.614       30.6119
      218.066       28.1596
      218.066       30.1596
      218.365       29.8606
      218.365       31.8606
       222.44       27.7861
       222.44       29.7861
      225.157       27.0694
      225.157       29.0694
      226.519       27.7068
      226.519       29.7068
      227.457       28.7691
      227.457       30.7691
      228.648       29.5779
      228.648       31.5779
      229.542       30.6836
      229.542       32.6836
      231.064        31.162
      231.064        33.162
      236.623        27.603
      236.623        29.603
       237.46       28.7664
       237.46       30.7664
      239.522       28.7042
      239.522       30.7042
      240.314        29.912
      240.314        31.912
      243.857       28.3686
      243.857       30.3686
      244.241       29.9849
      244.241       31.9849
      246.385       29.8415
      246.385       31.8415
      250.796       27.4304
      250.796       29.4304
      251.642       28.5845
      251.642       30.5845
      253.136         29.09
      253.136         31.09
      254.315       29.9109
      254.315       31.9109
      255.656         30.57
      255.656         32.57
      260.223       28.0026
      260.223       30.0026
       261.27       28.9557
       261.27       30.9557
      262.335       29.8911
      262.335       31.8911
      265.339       28.8866
      265.339       30.8866
      266.531       29.6951
      266.531       31.6951
      269.027       29.1991
      269.027       31.1991
      269.441       30.7855
      269.441       32.7855
      271.235       30.9912
      271.235       32.9912
      274.169       30.0572
      274.169       32.0572
      275.723       30.5028
      275.723       32.5028
      280.066       28.1597
      280.066       30.1597
       280.75       29.4765
       280.75       31.4765
      284.443       27.7835
      284.443       29.7835
      285.384       28.8416
      285.384       30.8416
      286.491       29.7347
      286.491       31.7347
      290.704       27.5221
      290.704       29.5221
      292.791       27.4354
      292.791       29.4354
      294.919       27.3069
      294.919       29.3069
      297.337        26.889
      297.337        28.889
      298.409       27.8168
      298.409       29.8168
       301.24       26.9859
       301.24       28.9859
      302.025       28.2014
      302.025       30.2014
      302.894       29.3324
      302.894       31.3324
       306.31       27.9165
       306.31       29.9165
       308.02       28.2057
       308.02       30.2057
      309.472       28.7545
      309.472       30.7545
