     Time_Now  Buffer_Level 
       2.2259             0
       2.2259             2
       2.5192        1.7067
       2.5192        3.7067
       2.7044        3.5215
       2.7044        5.5215
      2.80324       5.42266
      2.80324       7.42266
      2.89922       7.32669
      2.89922       9.32668
      2.99536       9.23054
      2.99536       11.2305
      3.09009       11.1358
      3.09009       13.1358
        3.184       13.0419
        3.184       15.0419
      3.27876       14.9471
      3.27876       16.9471
      3.37375       16.8521
      3.37375       18.8521
      3.46827       18.7576
      3.46827       20.7576
       3.5621       20.6638
       3.5621       22.6638
      3.65682       22.5691
      3.65682       24.5691
      3.74972       24.4762
      3.74972       26.4762
      3.84287        26.383
      3.84287        28.383
      3.93766       28.2882
      3.93766       30.2882
      4.03234       30.1936
      4.03234       32.1936
      4.12753       32.0984
      4.12753       34.0984
      4.22468       34.0012
      4.22468       36.0012
      4.32082       35.9051
      4.32082       37.9051
      14.0374       28.1885
      14.0374       30.1885
      14.1462       30.0797
      14.1462       32.0797
      16.6397       29.5862
      16.6397       31.5862
      17.6939        30.532
      17.6939        32.532
      20.5817       29.6442
      20.5817       31.6442
      24.0877       28.1382
      24.0877       30.1382
      24.2039        30.022
      24.2039        32.022
      26.5833       29.6426
      26.5833       31.6426
      29.8224       28.4035
      29.8224       30.4035
      30.6975       29.5284
      30.6975       31.5284
      33.1307       29.0952
      33.1307       31.0952
      33.8463       30.3796
      33.8463       32.3796
      34.9944       31.2315
      34.9944       33.2315
      37.8221       30.4038
      37.8221       32.4038
       41.456       28.7699
       41.456       30.7699
      41.5676       30.6583
      41.5676       32.6583
      45.1614       29.0645
      45.1614       31.0645
      47.9587       28.2672
      47.9587       30.2672
      50.2728       27.9531
      50.2728       29.9531
      50.4072       29.8187
      50.4072       31.8187
      51.3672       30.8587
      51.3672       32.8587
      54.7782       29.4477
      54.7782       31.4477
      55.6762       30.5497
      55.6762       32.5497
      57.4178       30.8081
      57.4178       32.8081
      61.9158       28.3101
      61.9158       30.3101
       63.382       28.8439
       63.382       30.8439
      63.6981       30.5278
      63.6981       32.5278
      66.7522       29.4737
      66.7522       31.4737
      69.2761       28.9498
      69.2761       30.9498
      71.7241       28.5018
      71.7241       30.5018
      72.9789        29.247
      72.9789        31.247
      74.3997       29.8262
      74.3997       31.8262
      75.1419        31.084
      75.1419        33.084
      77.3939        30.832
      77.3939        32.832
      81.9018       28.3241
      81.9018       30.3241
      83.3466       28.8793
      83.3466       30.8793
      84.2878       29.9381
      84.2878       31.9381
      89.3439        26.882
      89.3439        28.882
       90.867       27.3589
       90.867       29.3589
      92.1741       28.0518
      92.1741       30.0518
      92.9357       29.2902
      92.9357       31.2902
      95.7816       28.4443
      95.7816       30.4443
